index	sentence1	sentence2	label
217	this muriel pic is gonna be my go to when people are dumb about covid LMAOO	Is this tweet offensive?	1
218	<user> Would’ve been 2.2 million. Stop spreading lies!	Is this tweet offensive?	0
219	<user> You know who was a terrible person as well? Floyd George.	Is this tweet offensive?	1
220	Peaceful Protest at Hyde Park <user> Legend ✊🏾 #BlackLivesMatter #HydeParkProtest <url>	Is this tweet offensive?	0
221	<user> I fully support this lawyer's reason for going out of the house. #flgrimreaper #grimreaper #floridabeaches #Florida #Floridacoronavirus #floridamorons #COVID19 #ReopenAmerica #DarwinAwards	Is this tweet offensive?	0
222	George Floyd protest begins anew Monday afternoon in Downtown LA <url>	Is this tweet offensive?	0
223	Even in the face of a pandemic, this unhinged President continues to divide this nation...	Is this tweet offensive?	0
224	Our #Louisville neighbors. #BlackLivesMatter <url>	Is this tweet offensive?	0
225	<user> <user> his promises are more empty than your skull	Is this tweet offensive?	1
226	<user> As if democracies were well prepared against the COVID19 black swan🤭.	Is this tweet offensive?	0
227	<user>  We stand against racial discrimination. We condemn violence. You, I and we all have the right to be respected. We will stand together. I love so much💜🌹 #together #BlackLivesMatter	Is this tweet offensive?	0
228	Bro wtf is this? Just embarrassing	Is this tweet offensive?	0
229	<user> <user> You're pretty pathetic then	Is this tweet offensive?	1
230	<user> I guess it’s ok to pray that Trump gets covid-19 at his rally as long as I pray that his moronic minions do not.	Is this tweet offensive?	1
231	<user> Whites not looked as criminals when they’re strung out on drugs. They’re sick to America! So George Floyd needed help!	Is this tweet offensive?	0
232	🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  Fauci is trying to save Americans lives   Trump is trying to win an election #Vote2020   🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  Meanwhile in real world politicians who listen to Scientists are winning the #Covid19 battle   <url>	Is this tweet offensive?	0
233	<user> <user> You sound like a racist prick.   Actually, being under 18 years old Kyle committed a Class A misdemeanor for carrying that assault rifle alone in Wisconsin, according to Wisconsin State Legislature, 948.60 (1) and (2):   <url>	Is this tweet offensive?	1
234	<user> <user> He won in 2016 and will again in 2020 🤷‍♂️	Is this tweet offensive?	0
235	<user> <user> Trumps underwater because of his horrible performance with Covid . He’s killed mire people that 3/4s of the wars this countries fought. He is the personification of the covid 19 virus and the world see it and the survivors see it. GFY!	Is this tweet offensive?	1
236	<user> <user> <user> <user> Don't forget about ramming through a SCOTUS Judge. Trumpers are pathetic.  Also, did you see that Tucker Carlson's super-secret Biden documents were lost in the mail?!?!	Is this tweet offensive?	1
237	<user> trump had no right to bring your son into this. i’m so sorry	Is this tweet offensive?	0
238	Wear a mask for a Covid free 2021 dumbass	Is this tweet offensive?	1
239	slowly and surely all the racists show their true faces from the shadows of the white privilege they hide behind. don't lose sight of the mission,this is the peoples government and i don't care if we have to flip the world upside down to fix what's wrong with it #blacklivesmatter	Is this tweet offensive?	0
240	"<user> <user> If you only know the freedom and the human rights you live in compared to the majority of the world, you will go vote even crawling. U have the option to do it from the comfort of your couch but u decide to not take part of this critical election. 3 words: ""shame on you!"""	Is this tweet offensive?	0
241	White liberals are the new black. #AntifaTerrorists #BlackLivesMatter #Libtards #MAGA2020	Is this tweet offensive?	0
242	This should serve as a precedence for all the great mayors and city councils of our country. Take away the high power from these thugs in uniforms!  They’ve gottten away with murder long enough! #nypd <user> <user> <user> <user> #DefundThePolice #SeattlePD <url>	Is this tweet offensive?	0
243	<user> #BidenHarris2020  <user> put us though hell and ALLOWED #CCP_is_terrorist  into our country by American Greed. #Debates2020	Is this tweet offensive?	0
244	What, they gone paint this one as a suicide too ? smfh #BlackLivesMatter	Is this tweet offensive?	0
245	<user> <user> <user> <user> <user> <user> <user> <user> Trump tried to ban travel to certain countries that were known to have the coronavirus but the Democrats blocked it saying it was racist. Then when it got out of hand, they said he reacted too late. No, they did. You look VERY stupid right now.	Is this tweet offensive?	0
246	50-80% fewer casualties would still leave us with 3-5x as many deaths as California, as far as I can tell from our current numbers. Which leads me to the conclusion that we were fucked even if Cuomo &amp; BdB had been capable of first-in-the-nation policy-making. #coronavirus	Is this tweet offensive?	1
247	Racism in America is like dust in the air. It seems invisible -even if you’re choking on it - until you let the sun in. Then you see it’s everywhere.  <user>  Let's keep shining that light. Let's keep staying vigilant. Let's do better.   #GeorgeFloyd   <url>	Is this tweet offensive?	0
248	#BlackLivesMatter #JUNKTERROBILLNOW  #JunkTerrorBill   10 users won’t break the chain...  <user> <user> <user> <user> <user> <user> <user> <user> <user> <user>	Is this tweet offensive?	0
249	Here’s one in the books. Comes a bit late in the game but useful if the states pull this crap again. I’m sure this goes for all the states and all lockdowns! Open up that state and city <user> <user> <user> <user>	Is this tweet offensive?	0
250	Seriously why do people keep telling us Rishi Sunak is smart when all he's ever done is use a furlough scheme John McDonnell gave him, come up with a shit Tastecard that spread Covid everywhere and somehow lost arguments to Matt Hancock?	Is this tweet offensive?	1
251	Preach, brother! #MaskUp #COVID19 <url>	Is this tweet offensive?	0
252	Trump signed the Platinum Plan for   Black Community providing $500M, denounced Antifa &amp; KKK as domestic terror groups, yes, the KKK, which was founded by Democrats. <user> <user> <user> <user> <user> <user> <user> #MAGA #KAG <user> <user> <user> <user> #blexit	Is this tweet offensive?	0
253	<user> Protocols Trump has spent weeks debasing, and telling Americans we don’t need to reopen. Access to frequent testing, contact tracing, reversal on face coverings, and 2wk self-quarantine for ppl w/direct contact w/COVID positive person. Quite the double standard.	Is this tweet offensive?	0
254	Jfc prosecute and defund these racist bullies.	Is this tweet offensive?	0
255	"Hong Kong Police mocks ""Black Lives Matter"" movement. What a shame."	Is this tweet offensive?	0
256	Man wishes COVID was around at an age where it’s more likely to kill him	Is this tweet offensive?	0
257	Before this gains traction, don’t plug shit under this post if it isn’t in support of the #BlackLivesMatter movement. All lives can’t matter until we do too.	Is this tweet offensive?	0
258	Trump is definitely an asshole and unprofessional but Biden proved already that he’s the guy for the job. #Debates2020 #VoteHimOut2020 #BidenHarris	Is this tweet offensive?	1
259	Gross. I can’t even watch it. #WeNeedJustice	Is this tweet offensive?	0
260	"Don't know much about American culture but is this what you call a ""skank mud shark""?"	Is this tweet offensive?	1
261	".<user> ""This administration has just given up."" <url>"	Is this tweet offensive?	0
262	Coronavirus was a drill for when climate change brings destruction and America has failed horribly.	Is this tweet offensive?	0
263	#QAnon was made to discredit #Anonymous. Also #adrenochrome is from Fear and Loathing in Las Vegas 👀 <url>	Is this tweet offensive?	0
264	DopeAF	Is this tweet offensive?	0
265	.<user> are fully aware that both people in this photo are antisemites, one is a regular at Holocaust Denial meetings, has links to IRA terrorists &amp; is a 9/11 truther.  But they feel it appropriate to push it as some kind of symbol of tolerance.   ITV are mainstreaming racism.	Is this tweet offensive?	0
266	<user> <user> When you fix that face of yours, we can talk. You have a lot too say with those little thin lips. Ice age not cast you?	Is this tweet offensive?	1
267	Can't <user> get this liar of twitter ?	Is this tweet offensive?	1
268	Why? Does he actually think he's gonna win? 😂😂	Is this tweet offensive?	0
269	<user> Real law and order is that #BlackLivesMatter , you shithead	Is this tweet offensive?	1
270	<url>  because I love you	Is this tweet offensive?	0
271	"""I wanted to play it down"" and he did! #trumpknew #trumplied #TrumpLiedPeopleDied arrest the bum!"	Is this tweet offensive?	1
272	😠Has tRump achieved a fascist Authoritarian government? 😠 ‘This is the coverup’: CDC website stops reporting number of COVID-19 virus tests 😠😠😠😠😠😠😠😠 #Trumpvirus #MoronAVirus #Coronavirus #COVID19 #Covid_19 <url>	Is this tweet offensive?	0
273	I mean... it’s time they just own it. We all know where they stand. #TrumpIsARacist	Is this tweet offensive?	1
274	I WANT HIM, HIS FAMILY, AND HIS ADMINISTRATION TO CONTRACT COVID-19 AND DIE!!!!!  WEAR THE DAMN MASK!!!!!  VOTE BIDEN AND BLUE, 2020!!!!! <url>	Is this tweet offensive?	1
275	James IG Update!❤  #BlackLivesMatter#JunkTerrorBill #BlackOutTuesday  The answer is love. <url>	Is this tweet offensive?	0
276	<user> For <user>  I hope .	Is this tweet offensive?	0
277	<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> - retweet  - reply with #BlackLivesMatter  - do the same and tag people <user> <user> <user>	Is this tweet offensive?	0
278	<user> Even more stark figures here, and not from a Brexitory propaganda rag. <url>	Is this tweet offensive?	0
279	She better hire some protection or her ass is grass 😭😭	Is this tweet offensive?	1
280	It’s so cute you think anyone cares about the nations. America’s government has been trying to exterminate them for hundreds of years. Did you think anything had changed?	Is this tweet offensive?	1
281	<user> <user> <user> Funny how Truth works...   He’s so selfish he gave up his cushy life (and now donates his whole salary) only to be attacked 24/7/365x4 by assholes like you...   #Trump2020Landslide  #Trump2020NowMoreThanEver  #LiberalismIsAMentalDisorder  #CrookedJoeBiden	Is this tweet offensive?	1
